last update,admin1,admin2,admin3,admin4,pcode_sites,governorate,district,sub_district,community,"cluster ",site_name,gps_coordinates,site_type,site_size,total_idp_individuals,total_idp_families,male_infants,female_infants,males_7_months_4_years,females_7_months_4_years,males_5_12_years,females_5_12_years,males_13_17_years,females_13_17_years,males_18_35_years,females_18_35_years,males_over_60_years,females_over_60_years,main_source_of_population_info,specify_source_of_pop_info,original_place_of_idps,governorate_first_origin,district_first_origin,subdistrict_first_origin,governorate_second_origin,district_second_origin,subdistrict_second_origin,governorate_third_origin,district_third_origin,subdistrict_third_origin,what_are_the_reasons_of_displacement,specify_other_reasons_of_displacement,is_there_only_a_single_manager,is_there_a_camp_committee,type_of_the_committee,specify_type_of_committee,percent_of_women_in_committee,percent_of_youth_in_committee,percent_of_elderly_in_committee,is_the_land_public_or_private,do_idps_pay_rent_or_perform_services,lighting_on_main_roads,lighting_in_paths_between_tents,camp_fenced,does_camp_need_fence,why_need_fence,main_roads_paved,main_roads_gravelled,paths_between_tents_paved,gravelling_underneath_tents,heating_in_idp_accomodations,what_type_power_source_available,specify_type_of_power_source_available,is_power_source_needed_in_site,what_type_power_source_needed,specify_type_of_power_source_needed,number_of_firebreaks,number_of_play_ground,number_of_multi_purp_building,designated_room_for_girls_women,is_there_a_child_friendly_space,designated_distribution_point,mobile_phone_coverage,internet_coverage,main_safety_concerns_for_idps,specify_main_safety_concerns,number_of_pregnant_women,number_of_person_with_disabilities,number_of_person_with_mental_disabilities,number_of_elderly_need_assistance,number_of_unaccompanied_children_under_17,number_of_separated_children_under_17,number_of_female_headed_hhs,number_of_children_headed_hhs,number_of_acute_or_chronically_ill_people,has_there_been_any_uxo_in_site,has_there_been_any_uxo_nearby_site,is_there_any_friction_with_host_community,is_there_any_food_distribution,type_of_food_distributed,specify_type_of_food,frequency_of_food_distribution,specify_other_frequency,what_meals_provided_in_a_day,how_much_kcal,percent_of_idps_assisted_with_food,idps_mainly_get_their_food_from,specify_source_of_food,number_of_communal_kitchens,type_and_number_of_shelters,specify_type_of_shelter,number_of_tents,number_of_caravans,number_of_makeshift_tents,number_of_buildings,number_of_mud_shelters,number_of_communal_tents,specify_number_of_other_shelter,number_of_families_without_shelter,number_of_shelters_need_repair,number_of_shelters_in_flood_prone,percent_of_idps_with_one_blanket,percent_of_person_with_mattress,percent_of_families_with_kitchen_sets,percent_of_families_with_cooking_stoves,percent_of_families_with_20l_water_container,is_there_any_fuel_distribution,what_type_fuel_distributed,how_much_fuel_provided_per_family,what_is_fuel_used_for,main_sources_of_drinking_water,specify_main_source_of_water,number_of_litres_of_water_per_person_per_day,number_of_functioning_latrines_segregated,number_of_functioning_latrines_for_male_only,number_of_functioning_latrines_for_female_only,number_of_functioning_private_latrines,number_of_functioning_segregated_showers_baths,number_of_functioning_showers_baths_male_only,number_of_functioning_showers_baths_female_only,number_of_functioning_private_bathing_facilities,number_of_hand_or_clothes_washing_station,latrine_doors_can_be_locked,lighting_in_or_near_latrines,number_of_water_tanks,water_tanks_capacity,number_of_septic_tanks,capacity_of_septic_tanks_overall,number_of_functional_water_points,is_there_any_drainage_ducts_along_roads,is_there_any_additional_drainage_ducts,is_there_any_drainage_among_tents,mainline_sewer_connection,main_means_of_solid_waste_disposal,specify_the_main_waste_disposal,is_first_aid_responders_available,is_pharmacy_or_dispensary_available,reproductive_healthcare,primary_health_care_within_2_km_available,in_the_last_2_weeks_idps_experiencing_diarrhea,in_the_last_2_weeks_idps_experiencing_fever,in_the_last_2_weeks_idps_experiencing_skin_diseases,in_the_last_2_weeks_idps_experiencing_respiratory_illness,did_the_camp_have_a_death_last_30_days,distance_in_kilometers_to_nearest_school,percent_of_school_aged_children_going_school_6_17,is_there_a_primary_school,classroom_setting_in_primary_school,specify_classroom_setting_in_primary_school,number_of_classrooms_in_primary_school,number_of_teachers_in_primary_school,number_of_students_in_primary_school,is_there_a_secondary_school,classroom_setting_in_secondary_school,specify_classroom_setting_in_secondary_school,number_of_classrooms_in_secondary_school,number_of_teachers_in_secondary_school,number_of_students_in_secondary_school,is_there_educational_activities_available,specify_type_of_educational_activities,geopoint_latitude,geopoint_longitude
Not covered,SY07,SY0703,SY070301,C4129,CP000273,Idleb/إدلب,Harim/حارم,Dana/دانا,Deir Hassan - Darhashan/دير حسان_درحشان,Deir Hassan/ دير حسان,Abu Obeida Ben Aljaraah/ أبو عبيدة بن الجراح,"36.250146,36.699867",IS,,665,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.250146,36.699867
Not covered,SY07,SY0703,SY070301,C4129,CP000274,Idleb/إدلب,Harim/حارم,Dana/دانا,Deir Hassan - Darhashan/دير حسان_درحشان,Deir Hassan/ دير حسان,Al Rahmah Lahl Al Gab (Al Qaqaa)/ الرحمة لأهل الغاب,"36.209653,36.665601",IS,,1394,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.209653,36.665601
Not covered,SY07,SY0703,SY070301,C4129,CP000275,Idleb/إدلب,Harim/حارم,Dana/دانا,Deir Hassan - Darhashan/دير حسان_درحشان,Deir Hassan/ دير حسان,Ghetaa Al Rahma 1/ عطاء الرحمة,"36.165956,36.657787",IS,,704,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.165956,36.657787
Not covered,SY07,SY0703,SY070301,C4129,CP000276,Idleb/إدلب,Harim/حارم,Dana/دانا,Deir Hassan - Darhashan/دير حسان_درحشان,Deir Hassan/ دير حسان,Nasaem Al Khayr/ نسائم الخير,"36.214366,36.774317",IS,,1727,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.214366,36.774317
August 2017,SY07,SY0703,SY070301,C4129,CP000277,Idleb/إدلب,Harim/حارم,Dana/دانا,Deir Hassan - Darhashan/دير حسان_درحشان,Deir Hassan/ دير حسان,Nour Al Houda/ نور الهدى,"36.213076,36.685287",IS,,702,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.213076,36.685287
December 2017,SY02,SY0204,SY020400,C1566,CP000278,Aleppo/حلب,A'zaz/اعزاز,A'zaz/مركز اعزاز,Shamarin/شمارين,Azaz/ اعزاز,Al Resalah (Al Armuda)/ الرسالة (العرموطة),"36.649798,37.188062",PC,135589,11688,2127,0,0,794,896,673,760,1225,1382,2683,2977,142,156,Section leaders / مختاري القطاعات,,yes,SY02,SY0202,SY020200,SY02,SY0207,SY020700,SY11,SY110100,SY110100,fear_of_shellling escalation_of_conflict safety_concerns cost_of_living,,yes,yes,care_and_maintenance youth_committee women_committee distribution_committee,,26-50_percent,51_75_percent,26-50_percent,private,no_rent_no_services,76_99_percent,76_99_percent,76_99_percent,no,,76_99_percent,76_99_percent,76_99_percent,1_25_percent,1_25_percent,not_available,,yes,generator solar_energy,,39,1,0,yes,yes,yes,100_percent,76_99_percent,armed_violence kidnapping_disappearances,,288,350,60,298,0,0,212,148,642,no,no,no,yes,cooked_meals bread,,daily,,lunch,1400,100_percent,local_ngo,,0,tents,,1560,0,0,0,,0,0,350,500,1000,51_75_percent,51_75_percent,51_75_percent,51_75_percent,76_99_percent,no,,,,Pipeline linked to wells /,,20,0,16,16,0,0,16,16,0,16,yes,yes,36,6,12,45,12,yes,yes,no,no,collective_bin,,yes,yes,yes,yes,1_25_percent,1_25_percent,1_25_percent,1_25_percent,yes,2,76_99_percent,yes,other_specify,tents  and containers,21,48,1053,no,,,0,0,0,yes,"recrational actvities, phisical activities.",36.649798,37.188062
Not covered,SY07,SY0703,SY070301,C4121,CP000279,Idleb/إدلب,Harim/حارم,Dana/دانا,Sarmada/سرمدا,Sarmada/ سرمدا,Al Khirba Al Muhasara (and extension) / (والتوسع )  الخربة المحاصرة,"36.2029169150001,36.6066535140001",IS,,545,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2029169150001,36.6066535140001
Not covered,SY07,SY0703,SY070302,C4140,CP000280,Idleb/إدلب,Harim/حارم,Salqin/سلقين,Salqin/سلقين,Big Hir Jamus/ حير جاموس كبير,Al Safsafa/ الصفصافه,"36.181181,36.482508",IS,,2019,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.181181,36.482508
August 2017,SY07,SY0703,SY070302,C4146,CP000281,Idleb/إدلب,Harim/حارم,Salqin/سلقين,Delbiya/دلبيا,Big Hir Jamus/ حير جاموس كبير,"Al Taakhi/ التآخي
","36.066364,36.390104",IS,,1197,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.066364,36.390104
April 2018,SY07,SY0703,SY070301,C4130,CP000282,Idleb/إدلب,Harim/حارم,Dana/دانا,Atma/اطمه,Karama/ كرامة,"Sarkhat Tifl/ صرخة طفل ","36.389192732,36.656234884",IS,0,463,87,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns tension_with_landlord lack_of_access_to_livelihoods,0,yes,yes,community_representatives,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,do_not_know,0_percent,do_not_know,0,do_not_know,do_not_know,1_25_percent,1_25_percent,0_percent,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,do_not_know,26_50_percent,51_75_percent,armed_violence aerial_attacks killing_executions kidnapping_disappearances arrest_detention,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,yes,food_baskets,0,monthly,0,0,2100,76_99_percent,local_ngo,0,0,tents,0,146,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,0,0,trucked_water_free,0,27,3,6,6,0,0,0,0,0,0,yes,do_not_know,0,0,0,0,0,do_not_know,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,yes,توعية,36.389192732,36.656234884
April 2018,SY02,SY0200,SY020001,C1026,CP000283,Aleppo/حلب,Jebel Saman/جبل سمعان,Atareb/أتارب,Abin Samaan/ابين سمعان,Atareb/ أتارب,Ra'a/ راع,"36.1682667,36.7076",IS,0,1360,203,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,yes,SY02,SY0200,SY020005,0,0,0,0,0,0,safety_concerns,0,no,yes,community_representatives,0,0,0,0,0,0,0_percent,0_percent,0_percent,no,0,0_percent,0_percent,0_percent,0_percent,100_percent,not_available,0,yes,solar_energy,0,2,0,0,no,yes,no,0,0,aerial_attacks,0,0,0,0,0,0,0,0,0,0,no,no,no,yes,food_baskets,0,monthly,0,0,2300,100_percent,ingo other_specify,تربية المواشي,0,tents,0,180,0,0,0,0,0,0,23,150,0,100_percent,100_percent,100_percent,100_percent,100_percent,no,0,0,0,wells,0,12,0,7,8,0,0,0,0,0,0,yes,no,0,0,0,0,0,no,0,0,0,collective_bin,0,0,0,0,no,1_25_percent,1_25_percent,1_25_percent,1_25_percent,no,0,51_75_percent,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,36.1682667,36.7076
August 2017,SY07,SY0703,SY070300,C4117,CP000284,Idleb/إدلب,Harim/حارم,Harim/مركز حارم,Kafr Hum/كفرحوم,Harim/ حارم,Abna`a Al Ghab/ أبناء الغاب,"36.2069247990001,36.40878495",IS,,460,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2069247990001,36.40878495
April 2018,SY07,SY0704,SY070403,C4263,CP000289,Idleb/إدلب,Jisr-Ash-Shugur/جسر الشغور,Janudiyeh/الجانودية,Foz - Zuf/الفوز_الزوف,Jisr-Ash-Shugur/ جسر الشغور,"Az-Zawf 3 (Al Ikhaa)/ الزواف 3 (الاخاء) ","36.00058,36.300895",IS,36000,1573,345,11,15,165,118,74,19,231,261,294,318,17,50,registration__ngo,0,yes,SY05,SY0505,SY050501,SY07,SY0704,SY070400,SY06,SY0603,SY060303,fear_of_shelling escalation_of_conflict,0,no,no,0,0,0,0,0,public,no_rent_no_services,0_percent,0_percent,1_25_percent,no,0,1_25_percent,1_25_percent,0_percent,26_50_percent,0_percent,generator,0,yes,generator solar_energy,0,6,0,0,no,no,no,51_75_percent,0_percent,armed_violence,0,8,10,3,0,0,0,0,0,0,no,no,no,no,0,0,0,0,0,0,0,store_in_camp,0,3,tents,0,350,0,0,0,0,0,0,0,10,0,100_percent,100_percent,76_99_percent,76_99_percent,100_percent,no,0,0,0,trucked_water_free,0,27,0,33,34,0,0,8,12,0,0,yes,yes,15,1,6,35,0,no,no,no,no,collective_bin,0,no,no,no,yes,0_percent,0_percent,0_percent,0_percent,no,0,51_75_percent,yes,room_in_building,0,8,14,275,no,0,0,0,0,0,no,0,36.00058,36.300895
December 2017,SY02,SY0204,SY020400,C1566,CP000290,Aleppo/حلب,A'zaz/اعزاز,A'zaz/مركز اعزاز,Shamarin/شمارين,Azaz/ اعزاز,Al Rayan (Azaz) /  (اعزاز) الريان,"36.702078,37.0032138",IS,69232,11024,1588,150,200,579,745,1350,1650,835,980,2055,2150,130,200,camp_manager,,yes,SY02,SY0204,SY020402,,,,,,,fear_of_shellling safety_concerns,,yes,yes,care_and_maintenance distribution_committee,,1_25_percent,26-50_percent,0_percent,public,no_rent_no_services,0_percent,26_50_percent,51_75_percent,yes,,0_percent,76_99_percent,0_percent,76_99_percent,76_99_percent,generator,,yes,solar_energy,,0,0,0,no,no,yes,76_99_percent,0_percent,armed_violence,,479,189,83,530,0,0,205,103,265,no,no,no,yes,food_baskets bread,,other_specify,الخبز يومي bread daily  السلة الغذائية شهريا food Basket monthly,,2000,76_99_percent,host_community_market store_in_camp local_ngo,,0,tents caravans makeshift_tents,,150,1266,25,0,,0,0,50,110,0,100_percent,100_percent,76_99_percent,76_99_percent,76_99_percent,yes,kerosene,45,heating_cooking,trucked_water_free well,,20,0,60,60,800,0,0,0,800,0,yes,yes,35,70,0,0,0,yes,yes,yes,yes,burn nearby_dump_site,,yes,yes,yes,yes,1_25_percent,0_percent,1_25_percent,1_25_percent,no,1,51_75_percent,,,,0,0,0,yes,container,,30,65,1700,no,,36.702078,37.0032138
December 2017,SY02,SY0204,SY020400,C1561,CP000291,Aleppo/حلب,A'zaz/اعزاز,A'zaz/مركز اعزاز,Salama/السلامة,Azaz/ اعزاز,Yazibag/ يازيباغ,"36.563278,37.081323",IS,518000,3669,666,400,250,300,350,155,300,89,125,950,710,25,15,camp_manager,,yes,SY02,SY0207,SY020701,SY02,SY0205,SY020503,SY09,SY0903,SY090302,fear_of_shellling escalation_of_conflict safety_concerns joining_friends_relatives cost_of_living lack_of_access_to_water lack_of_access_to_health_services lack_of_acces_to_livelihoods,,yes,no,,,,,,private,no_rent_no_services,0_percent,0_percent,0_percent,no,,0_percent,0_percent,0_percent,0_percent,1_25_percent,not_available,,yes,generator solar_energy,,10,0,2,no,no,yes,51_75_percent,0_percent,armed_violence,,500,48,18,15,22,8,70,100,50,no,yes,no,no,,,,,,,,host_community_market,,0,tents makeshift_tents communal_tents,,460,0,70,0,,80,0,80,400,25,51_75_percent,51_75_percent,76_99_percent,26_50_percent,76_99_percent,no,,,,trucked_water_free,,24,0,27,27,81,0,12,12,400,0,yes,no,102,119,8,226,27,no,no,no,no,collective_bin river_ravine,,no,no,no,yes,1_25_percent,1_25_percent,26_50_percent,1_25_percent,yes,1,26_50_percent,yes,tent,,6,8,200,no,,,0,0,0,yes,حملات توعية صحية. تعليم الأطفال القراءة والكتابة,36.563278,37.081323
December 2017,SY02,SY0204,SY020400,C1558,CP000292,Aleppo/حلب,A'zaz/اعزاز,A'zaz/مركز اعزاز,Tatiyeh/طاطية,Azaz/ اعزاز,Al Zeytoun (Olive)/ الزيتون (طريق نيارة),"36.541687,37.011161",IS,22800,1450,185,40,5,125,50,165,225,160,90,275,290,5,20,camp_manager,,yes,SY02,SY0200,SY020000,SY02,SY0204,SY020402,,,,fear_of_shellling safety_concerns lack_of_acces_to_livelihoods,,yes,no,,,,,,public,no_rent_no_services,0_percent,0_percent,76_99_percent,no,,0_percent,100_percent,100_percent,100_percent,76_99_percent,not_available,,yes,generator,,0,0,0,no,no,no,76_99_percent,0_percent,armed_violence restricted_movement,,125,5,2,11,27,12,15,8,40,no,no,no,yes,bread,,daily,,lunch,2000,76_99_percent,host_community_market local_ngo,,0,tents building,,160,0,0,5,,0,0,10,10,0,100_percent,100_percent,100_percent,100_percent,100_percent,yes,kerosene,45,heating_cooking,trucked_water_free well,,20,0,12,18,140,0,0,0,140,0,yes,yes,14,28,4,108,5,no,no,no,,burn nearby_dump_site,,no,no,no,yes,1_25_percent,1_25_percent,1_25_percent,1_25_percent,no,1,76_99_percent,yes,tent,,6,9,120,yes,room_in_building,,13,45,1800,no,,36.541687,37.011161
December 2017,SY02,SY0204,SY020400,C1559,CP000293,Aleppo/حلب,A'zaz/اعزاز,A'zaz/مركز اعزاز,Talil Elsham/تليل الشام,Azaz/ اعزاز,Talil Elsham school/ مدرسة تليل الشام,"36.6496559,37.160633",IS,42500,2266,382,55,52,142,117,215,184,80,62,648,663,18,30,Section leaders / مختاري القطاعات,,yes,SY02,SY0204,SY020402,SY02,SY0207,SY020701,,,,fear_of_shellling safety_concerns,,yes,yes,distribution_committee,,0_percent,26-50_percent,0_percent,private,no_rent_no_services,0_percent,0_percent,0_percent,no,,0_percent,0_percent,0_percent,0_percent,76_99_percent,not_available,,yes,generator,,0,0,0,no,no,no,76_99_percent,0_percent,armed_violence,,175,12,1,20,0,0,13,1,35,no,no,no,yes,cooked_meals bread,,daily,,lunch,2000,51_75_percent,host_community_market local_ngo,,0,tents building,,340,0,0,42,,0,0,0,50,0,76_99_percent,76_99_percent,76_99_percent,100_percent,100_percent,yes,kerosene,45,heating_cooking,trucked_water_purchased trucked_water_free,,20,0,41,0,220,0,41,0,220,0,yes,no,38,76,15,405,22,no,no,no,no,burn nearby_dump_site,,yes,yes,no,yes,1_25_percent,1_25_percent,1_25_percent,1_25_percent,no,1,76_99_percent,yes,tent,,10,18,375,yes,,,0,0,0,no,,36.6496559,37.160633
December 2017,SY02,SY0204,SY020400,C1559,CP000294,Aleppo/حلب,A'zaz/اعزاز,A'zaz/مركز اعزاز,Talil Elsham/تليل الشام,Azaz/ اعزاز,Talil Elsham Southern/ تليل الشام جنوبي,"36.661277,37.131465",IS,40600,1454,285,65,49,121,104,176,142,45,21,312,349,25,45,Section leaders / مختاري القطاعات,,yes,SY02,SY0204,SY020402,SY02,SY0207,SY020701,,,,fear_of_shellling safety_concerns,,yes,yes,distribution_committee,,0_percent,26-50_percent,0_percent,private,no_rent_no_services,0_percent,0_percent,0_percent,no,,0_percent,0_percent,0_percent,0_percent,76_99_percent,not_available,,yes,generator,,0,0,0,no,no,no,76_99_percent,0_percent,armed_violence,,135,13,3,35,4,0,12,1,30,no,no,no,yes,cooked_meals bread,,daily,,lunch,2000,51_75_percent,host_community_market local_ngo,,0,tents,,285,0,0,0,,0,0,6,140,0,76_99_percent,76_99_percent,76_99_percent,76_99_percent,100_percent,yes,kerosene,45,heating_cooking,trucked_water_purchased trucked_water_free,,20,0,8,4,230,0,8,0,230,0,yes,no,28,56,3,81,3,no,no,no,no,burn nearby_dump_site,,yes,yes,yes,yes,1_25_percent,1_25_percent,1_25_percent,1_25_percent,no,1,76_99_percent,yes,tent,,5,10,210,no,,,0,0,0,no,,36.661277,37.131465
April 2018,SY07,SY0704,SY070403,C4263,CP000300,Idleb/إدلب,Jisr-Ash-Shugur/جسر الشغور,Janudiyeh/الجانودية,Foz - Zuf/الفوز_الزوف,Jisr-Ash-Shugur/ جسر الشغور,Az-Zawf 2 (Sadaka Tashi)/ الزواف 2 ( صدقة ),"35.921644,36.1898236",PC,86,2758,662,36,27,196,182,194,138,339,302,571,621,62,90,registration__ngo,0,yes,SY07,SY0704,SY070400,SY06,SY0603,SY060303,SY06,SY0600,SY060002,fear_of_shelling escalation_of_conflict,0,no,no,0,0,0,0,0,public,no_rent_no_services,0_percent,0_percent,0_percent,0,0,26_50_percent,51_75_percent,26_50_percent,26_50_percent,0_percent,generator,0,yes,solar_energy,0,0,0,0,no,no,no,51_75_percent,0_percent,armed_violence aerial_attacks,0,34,0,0,0,0,0,0,0,0,no,no,no,no,0,0,0,0,0,0,0,store_in_camp,0,0,tents,0,662,0,0,0,0,0,0,0,20,5,100_percent,100_percent,76_99_percent,100_percent,100_percent,no,0,0,0,trucked_water_free,0,27,0,34,33,0,0,0,0,0,0,yes,yes,13,1,13,300,0,no,no,no,no,collective_bin,0,yes,yes,yes,yes,1_25_percent,0_percent,1_25_percent,0_percent,no,0,51_75_percent,yes,room_in_building,0,7,6,300,no,0,0,0,0,0,no,0,35.921644,36.1898236
April 2018,SY07,SY0703,SY070301,C4131,CP000301,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Liyajlikum/ لأجلكم,"Ain Jaloot/ عين جالوت ","36.256922732,36.716664884",IS,0,751,165,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns lack_of_access_to_livelihoods,0,yes,yes,community_representatives youth_committee,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,1_25_percent,1_25_percent,yes,0,26_50_percent,76_99_percent,51_75_percent,1_25_percent,do_not_know,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,yes,51_75_percent,51_75_percent,armed_violence aerial_attacks kidnapping_disappearances,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,no,yes,food_baskets,0,monthly,0,0,2100,do_not_know,local_ngo,0,0,tents,0,190,0,0,0,0,0,0,0,50,0,do_not_know,do_not_know,do_not_know,do_not_know,76_99_percent,do_not_know,0,0,0,trucked_water_purchased,0,27,2,10,10,0,0,0,0,0,0,yes,yes,2,4.5,2,0,0,yes,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,do_not_know,0,36.256922732,36.716664884
April 2018,SY07,SY0703,SY070301,C4131,CP000302,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Liyajlikum/ لأجلكم,"Al Fateh Al Araby/ الفاتح العربي ","36.323172732,36.687794884",IS,0,684,138,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns lack_of_access_to_livelihoods,0,yes,yes,community_representatives youth_committee,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,1_25_percent,1_25_percent,yes,0,26_50_percent,76_99_percent,51_75_percent,1_25_percent,do_not_know,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,yes,51_75_percent,51_75_percent,armed_violence aerial_attacks kidnapping_disappearances,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,no,yes,food_baskets,0,monthly,0,0,2100,do_not_know,local_ngo,0,0,tents,0,138,0,0,0,0,0,0,0,96,0,do_not_know,do_not_know,do_not_know,do_not_know,76_99_percent,do_not_know,0,0,0,trucked_water_purchased,0,27,2,10,10,0,0,0,0,0,0,yes,yes,2,4.5,2,0,0,yes,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,do_not_know,0,36.323172732,36.687794884
April 2018,SY07,SY0703,SY070301,C4131,CP000303,Idleb/إدلب,Harim/حارم,Dana/دانا,Qah/قاح,Liyajlikum/ لأجلكم,"Al Ikhlas and Al Taqua/ الاخلاص والتقوى ","36.351822732,36.659004884",IS,0,1087,246,0,0,0,0,0,0,0,0,0,0,0,0,camp_manager,0,no,0,0,0,0,0,0,0,0,0,fear_of_shelling escalation_of_conflict safety_concerns lack_of_access_to_livelihoods,0,yes,yes,community_representatives youth_committee,0,do_not_know,do_not_know,do_not_know,private,pay_rent,1_25_percent,1_25_percent,1_25_percent,yes,0,26_50_percent,76_99_percent,51_75_percent,1_25_percent,do_not_know,generator solar_energy,0,yes,solar_energy,0,0,0,0,do_not_know,do_not_know,yes,51_75_percent,51_75_percent,armed_violence aerial_attacks kidnapping_disappearances,0,0,0,0,0,0,0,0,0,0,do_not_know,do_not_know,no,yes,food_baskets,0,monthly,0,0,2100,100_percent,local_ngo,0,0,tents,0,250,0,0,0,0,0,0,0,50,0,do_not_know,do_not_know,do_not_know,do_not_know,76_99_percent,do_not_know,0,0,0,trucked_water_purchased,0,27,2,10,10,0,0,0,0,0,0,yes,yes,2,4.5,2,0,0,yes,do_not_know,do_not_know,do_not_know,collective_bin,0,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,do_not_know,0,do_not_know,do_not_know,0,0,0,0,0,do_not_know,0,0,0,0,0,do_not_know,0,36.351822732,36.659004884
